name	barcode20	barcode18	barcode16	barcode07	barcode14	barcode04	barcode32	barcode17	barcode12	barcode11	barcode01	barcode10	barcode31	barcode21	barcode15	barcode30	barcode09	barcode22	barcode03	barcode13	barcode02	barcode06	barcode08	barcode05	barcode33	barcode19
Abyssalbus_ytuae	0.00006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	0	0.00003	0	0	0	0	0.00001	0
Abyssibius_alkaniclasticus	0	0.00005	0.00005	0.00002	0.00003	0.00004	0.00002	0.00004	0	0	0.00005	0	0.00003	0	0.00004	0.00004	0.00004	0	0.00003	0.00002	0.00002	0.00004	0	0.00003	0.00004	0.00004
Acaryochloris_marina	0.00006	0	0	0	0	0	0.00001	0	0	0	0	0	0	0	0	0.00002	0	0	0.00005	0	0	0	0	0	0.00002	0
Aceticella_autotrophica	0.00004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetivibrio_clariflavus	0.00016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015	0	0	0	0	0.00001	0
Acetivibrio_saccincola	0.00012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00008	0	0	0	0	0	0
Acetivibrio_thermocellus	0.00028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017	0	0	0	0	0.00001	0
Acetoanaerobium_sticklandii	0.00007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00003	0	0	0	0	0	0
Acetobacter_aceti	0.00013	0.00013	0.00014	0.00013	0.00005	0.00008	0.00006	0.00012	0.00009	0	0.00009	0.00007	0.00008	0	0.00009	0.00007	0.00010	0	0	0.00006	0.00010	0.00010	0	0.00010	0.00009	0.00012
Acetobacter_ascendens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001	0	0	0	0	0	0	0	0	0	0
Acetobacter_ghanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001	0	0	0	0	0	0	0	0	0.00002	0
Acetobacter_pasteurianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00002	0	0	0	0	0	0	0	0	0.00004	0
Acetobacter_persici	0	0	0.00002	0	0	0.00002	0.00001	0	0	0	0	0	0.00001	0	0	0.00001	0.00003	0	0	0	0	0	0	0.00002	0.00001	0
Acetobacter_senegalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001	0	0	0	0	0	0	0	0	0.00001	0
Acetobacter_tropicalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001	0	0	0	0	0	0	0	0	0	0
Acetobacter_vaccinii	0	0	0	0	0	0.00002	0.00002	0	0	0	0	0	0.00001	0	0.00003	0.00001	0.00004	0	0	0	0	0	0	0	0.00002	0.00002
Acetobacterium_sp._KB-1	0.00014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	0	0.00005	0	0	0	0	0	0
Acetobacterium_wieringae	0.00020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001	0	0	0	0.00014	0	0	0	0	0.00001	0
Acetobacterium_woodii	0.00006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00003	0	0	0	0	0	0
Acetohalobium_arabaticum	0.00003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001	0
Acetomicrobium_mobile	0.00005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00002	0	0	0	0	0.00000	0
Acholeplasma_hippikon	0.00013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012	0	0	0	0	0	0
Acholeplasma_laidlawii	0.00037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031	0	0	0	0	0	0
Achromobacter_aegrifaciens	0	0.00007	0	0.00006	0	0.00006	0.00004	0	0	0	0	0	0.00004	0	0.00007	0.00004	0	0	0	0	0	0	0	0.00006	0.00006	0.00008
Achromobacter_deleyi	0.00013	0.00027	0.00026	0.00023	0.00016	0.00019	0.00018	0.00025	0.00022	0.00014	0.00022	0.00011	0.00018	0	0.00026	0.00020	0.00030	0	0.00018	0.00004	0.00015	0.00031	0.00016	0.00025	0.00025	0.00028
Achromobacter_denitrificans	0.00035	0.00027	0.00027	0.00026	0.00017	0.00026	0.00020	0.00026	0.00017	0.00017	0.00026	0.00014	0.00021	0	0.00029	0.00024	0.00034	0	0.00018	0.00014	0.00020	0.00036	0.00018	0.00027	0.00027	0.00031
Achromobacter_insolitus	0.00027	0.00018	0.00016	0.00017	0.00010	0.00012	0.00011	0.00018	0.00012	0.00010	0.00014	0.00009	0.00013	0	0.00018	0.00013	0.00015	0	0.00015	0.00012	0.00009	0.00020	0.00010	0.00014	0.00018	0.00021
Achromobacter_mucicolens	0.00014	0.00015	0.00013	0.00013	0.00009	0.00013	0.00012	0.00021	0.00009	0.00012	0.00012	0.00011	0.00010	0	0.00020	0.00014	0.00020	0	0.00015	0.00010	0.00010	0.00024	0.00011	0.00016	0.00016	0.00018
Achromobacter_pestifer	0.00005	0.00020	0.00014	0.00016	0.00012	0.00012	0.00011	0.00016	0.00011	0.00008	0.00016	0.00011	0.00013	0	0.00016	0.00015	0.00016	0	0.00011	0.00003	0.00014	0.00024	0.00009	0.00017	0.00015	0.00017
Achromobacter_ruhlandii	0.00006	0.00010	0.00012	0.00011	0.00008	0.00010	0.00007	0.00011	0	0.00005	0.00008	0.00006	0.00008	0	0.00012	0.00009	0.00014	0	0.00011	0.00004	0.00005	0.00012	0.00005	0.00010	0.00010	0.00010
Achromobacter_seleniivolatilans	0.00009	0.00005	0.00003	0.00005	0.00005	0.00005	0.00003	0.00004	0.00003	0.00003	0.00006	0	0.00005	0	0.00004	0.00005	0.00005	0	0.00008	0.00005	0.00003	0.00007	0.00003	0.00005	0.00005	0.00007
Achromobacter_sp._77	0	0	0	0.00005	0	0.00004	0.00004	0.00006	0	0	0.00009	0	0.00004	0	0.00007	0.00004	0	0	0	0.00005	0	0	0	0	0.00004	0
Achromobacter_sp._AONIH1	0.00017	0.00023	0.00020	0.00017	0.00014	0.00017	0.00016	0.00025	0.00017	0.00015	0.00019	0.00014	0.00014	0	0.00021	0.00017	0.00024	0	0.00011	0.00006	0.00013	0.00023	0.00017	0.00025	0.00021	0.00022
Achromobacter_sp._B7	0	0.00009	0.00007	0.00011	0	0	0.00005	0.00008	0	0	0	0	0.00006	0	0.00011	0.00005	0.00011	0	0	0	0.00004	0.00012	0	0.00008	0.00008	0.00007
Achromobacter_sp._E1	0	0	0	0	0	0	0	0	0	0	0	0	0.00004	0	0	0.00005	0	0	0	0	0	0	0	0.00010	0.00005	0
Achromobacter_sp._ES-001	0	0.00007	0.00008	0	0	0.00009	0.00004	0.00007	0	0	0.00010	0	0.00004	0	0	0.00006	0	0	0	0.00006	0.00005	0	0	0.00006	0.00005	0.00006
Achromobacter_sp._MFA1_R4	0.00011	0.00018	0.00019	0.00013	0.00016	0.00012	0.00012	0.00016	0.00013	0.00008	0.00012	0.00015	0.00012	0	0.00017	0.00013	0.00018	0	0.00016	0.00008	0.00010	0.00021	0.00013	0.00018	0.00017	0.00019
Achromobacter_spanius	0.00041	0.00053	0.00064	0.00054	0.00041	0.00048	0.00040	0.00069	0.00046	0.00035	0.00058	0.00035	0.00044	0	0.00065	0.00051	0.00065	0	0.00051	0.00033	0.00043	0.00081	0.00032	0.00058	0.00057	0.00052
Achromobacter_veterisilvae	0.00008	0.00015	0.00013	0.00014	0.00008	0.00013	0.00011	0.00018	0.00009	0.00008	0.00012	0.00008	0.00010	0	0.00015	0.00013	0.00017	0	0.00010	0.00005	0.00011	0.00021	0.00009	0.00014	0.00014	0.00014
Achromobacter_xylosoxidans	0.00045	0.00081	0.00075	0.00075	0.00047	0.00061	0.00052	0.00085	0.00055	0.00035	0.00060	0.00038	0.00056	0	0.00073	0.00063	0.00087	0	0.00058	0.00026	0.00053	0.00093	0.00041	0.00080	0.00073	0.00083
Acidaminococcus_fermentans	0.00006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	0	0.00003	0	0	0	0	0.00000	0
Acidaminococcus_intestini	0.00010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	0	0.00006	0	0	0	0	0	0
Acidibrevibacterium_fodinaquatile	0.00003	0.00012	0.00015	0.00013	0.00004	0.00012	0.00008	0.00013	0.00008	0.00008	0.00015	0.00005	0.00008	0	0.00015	0.00011	0.00014	0	0.00010	0	0.00008	0.00012	0.00006	0.00011	0.00014	0.00015
Acididesulfobacillus_acetoxydans	0.00004	0	0	0	0	0	0	0	0	0	0	0	0.00001	0	0	0.00001	0	0	0	0.00003	0	0	0	0	0.00001	0
Acidiferrobacter_sp._SPIII_3	0.00003	0.00005	0.00004	0.00004	0	0.00004	0.00003	0.00004	0	0	0.00003	0	0.00003	0	0.00005	0.00004	0.00006	0	0.00004	0	0.00003	0.00004	0	0.00005	0.00004	0.00003
Acidiferrobacter_thiooxydans	0	0.00004	0.00003	0.00003	0	0.00003	0.00003	0.00004	0.00004	0	0.00003	0	0.00003	0	0.00004	0.00003	0.00004	0	0.00005	0	0.00002	0.00004	0	0.00005	0.00004	0.00005
Acidihalobacter_aeolianus	0.00009	0.00010	0.00009	0.00008	0.00005	0.00006	0.00005	0.00009	0.00003	0.00005	0.00010	0.00004	0.00006	0	0.00009	0.00007	0.00010	0	0.00011	0.00002	0.00006	0.00008	0.00003	0.00007	0.00009	0.00009
Acidihalobacter_ferrooxydans	0.00011	0.00006	0.00007	0.00007	0.00003	0.00005	0.00004	0.00004	0	0.00004	0.00006	0.00004	0.00005	0	0.00007	0.00006	0.00007	0	0.00004	0.00002	0.00004	0.00008	0.00004	0.00006	0.00006	0.00007
Acidihalobacter_yilgarnensis	0.00006	0.00006	0.00006	0.00005	0.00002	0.00004	0.00003	0.00006	0.00003	0	0.00003	0.00004	0.00004	0	0.00004	0.00004	0.00005	0	0.00004	0.00002	0.00003	0.00005	0	0.00006	0.00005	0.00005
Acidilutibacter_cellobiosedens	0.00010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00007	0	0	0	0	0	0
Acidimicrobium_ferrooxidans	0	0.00005	0.00002	0.00002	0.00002	0.00002	0.00002	0.00004	0	0	0.00002	0	0.00002	0	0.00003	0.00002	0.00003	0	0.00003	0	0.00002	0	0	0.00002	0.00003	0.00004
Acidiphilium_acidophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	0	0	0	0	0	0	0.00001	0.00002
Acidiphilium_cryptum	0	0	0	0	0	0	0	0	0	0	0	0	0.00004	0	0	0.00003	0	0	0	0	0	0	0	0	0.00004	0
Acidiphilium_multivorum	0	0.00016	0.00013	0.00016	0.00012	0.00013	0.00011	0.00017	0	0	0.00015	0	0.00010	0	0.00013	0.00011	0.00018	0	0.00015	0	0.00010	0.00013	0.00008	0.00015	0.00010	0.00015
Acidipropionibacterium_acidipropionici	0.00012	0.00012	0.00009	0.00009	0	0.00009	0.00004	0.00015	0	0	0.00006	0	0.00004	0	0.00016	0.00005	0.00008	0	0.00009	0.00006	0.00003	0.00011	0	0.00011	0.00010	0.00006
Acidipropionibacterium_jensenii	0	0.00016	0.00010	0.00012	0	0.00010	0.00005	0.00008	0	0	0.00004	0	0.00005	0	0.00012	0.00005	0.00014	0	0.00014	0.00007	0.00007	0.00008	0	0.00012	0.00010	0.00011
Acidipropionibacterium_virtanenii	0	0.00004	0	0.00004	0	0.00002	0.00002	0	0	0	0	0	0.00002	0	0.00003	0.00002	0.00005	0	0	0	0.00002	0.00003	0	0.00004	0.00003	0.00004
Acidisarcina_polymorpha	0.00003	0.00010	0.00009	0.00009	0.00004	0.00006	0.00006	0.00014	0.00004	0.00004	0.00007	0.00004	0.00007	0	0.00008	0.00008	0.00010	0	0.00011	0	0.00007	0.00008	0.00004	0.00010	0.00010	0.00011
Acidisoma_sp._PAMC_29798	0.00003	0.00008	0.00008	0.00005	0.00003	0.00005	0.00005	0.00005	0.00005	0.00005	0.00006	0.00003	0.00004	0	0.00008	0.00006	0.00009	0	0.00006	0	0.00004	0.00007	0.00003	0.00007	0.00007	0.00008
Acidithiobacillus_caldus	0.00007	0.00003	0.00004	0.00003	0	0.00002	0.00001	0.00004	0	0	0.00003	0	0.00002	0	0.00002	0.00002	0.00003	0	0	0.00005	0	0.00004	0	0.00006	0.00003	0.00004
Acidithiobacillus_ferriphilus	0	0	0	0	0	0	0.00001	0	0	0	0	0	0.00001	0	0	0.00001	0	0	0	0	0	0	0	0	0.00001	0
Acidithiobacillus_ferrivorans	0.00008	0.00006	0	0.00003	0	0.00003	0.00002	0.00004	0	0	0	0	0.00002	0	0.00002	0.00002	0	0	0	0.00002	0.00003	0.00004	0	0.00004	0.00002	0.00005
Acidithiobacillus_ferrooxidans	0.00004	0	0.00003	0.00005	0	0	0.00002	0	0	0	0	0	0.00003	0	0.00005	0.00003	0.00005	0	0	0	0	0.00004	0	0	0.00003	0
Acidithiobacillus_sp._AMEEHan	0	0.00003	0	0.00002	0	0.00003	0.00001	0.00003	0	0	0	0	0.00001	0	0.00005	0.00002	0	0	0.00006	0	0	0.00003	0	0.00002	0.00003	0.00002
Acidithiobacillus_thiooxidans	0.00003	0	0	0	0	0.00001	0	0	0	0	0	0	0	0	0	0.00001	0	0	0	0	0	0	0	0	0.00001	0
Acidobacterium_capsulatum	0.00003	0.00016	0.00016	0.00015	0.00007	0.00012	0.00009	0.00017	0.00007	0.00006	0.00009	0.00005	0.00011	0	0.00020	0.00013	0.00017	0	0.00014	0	0.00012	0.00018	0.00007	0.00018	0.00017	0.00016
Acidocella_sp._MX-AZ03	0.00005	0.00005	0.00007	0.00006	0.00003	0.00005	0.00004	0.00006	0.00004	0	0.00003	0.00003	0.00004	0	0.00007	0.00005	0.00007	0	0.00007	0	0.00004	0.00005	0	0.00006	0.00006	0.00006
Acidothermus_cellulolyticus	0	0.00004	0.00005	0.00003	0	0.00003	0.00001	0.00004	0	0	0.00004	0	0.00002	0	0.00004	0.00003	0.00003	0	0.00003	0	0.00003	0.00002	0	0.00004	0.00004	0.00004
Acidovorax_carolinensis	0.00068	0.00023	0.00020	0.00021	0.00012	0.00013	0.00012	0.00024	0.00012	0.00007	0.00013	0.00011	0.00016	0	0.00023	0.00016	0.00022	0	0.00011	0.00038	0.00011	0.00030	0.00006	0.00023	0.00022	0.00026
Acidovorax_radicis	0.00009	0.00005	0.00006	0.00007	0.00005	0.00006	0.00003	0.00004	0	0	0.00004	0.00003	0.00006	0	0.00008	0.00005	0.00005	0	0	0.00005	0.00004	0.00010	0	0.00006	0.00007	0.00009
Acidovorax_sp._1608163	0.00009	0.00005	0.00007	0.00005	0.00003	0.00004	0.00004	0.00009	0.00004	0	0.00007	0.00003	0.00004	0	0.00006	0.00005	0.00006	0	0.00004	0.00006	0.00003	0.00006	0.00003	0.00007	0.00007	0.00006
Acidovorax_sp._DW039	0.00009	0.00005	0.00006	0.00004	0.00004	0.00004	0.00004	0.00004	0.00005	0	0.00003	0	0.00004	0	0.00007	0.00005	0.00006	0	0.00004	0.00006	0.00005	0.00007	0.00003	0.00006	0.00005	0.00005
Acidovorax_sp._FHTAMBA	0.00011	0.00014	0.00015	0.00011	0.00004	0.00008	0.00007	0.00012	0.00009	0.00007	0.00009	0.00004	0.00008	0	0.00012	0.00009	0.00011	0	0.00007	0.00011	0.00007	0.00016	0.00006	0.00010	0.00013	0.00012
Acidovorax_sp._GBBC_1281	0.00005	0.00011	0.00013	0.00009	0.00011	0.00010	0.00009	0.00016	0.00010	0	0.00011	0.00006	0.00010	0	0.00012	0.00010	0.00018	0	0.00008	0.00003	0.00009	0.00016	0	0.00010	0.00013	0.00013
Acidovorax_sp._HDW3	0.00012	0.00009	0.00009	0.00006	0.00006	0.00006	0.00006	0.00008	0.00004	0.00005	0.00007	0.00005	0.00006	0	0.00009	0.00008	0.00011	0	0.00006	0.00017	0.00009	0.00010	0.00005	0.00009	0.00009	0.00011
Acidovorax_sp._JMULE5	0.00007	0.00007	0.00025	0.00006	0.00004	0.00010	0.00005	0.00008	0	0.00004	0.00004	0.00004	0.00005	0	0.00010	0.00008	0.00008	0	0.00005	0.00007	0.00005	0.00013	0.00005	0.00011	0.00013	0.00010
Acidovorax_sp._KKS102	0.00010	0.00007	0.00011	0.00009	0.00007	0.00009	0.00006	0.00008	0.00006	0.00005	0.00005	0.00005	0.00008	0	0.00012	0.00008	0.00009	0	0.00011	0.00009	0.00007	0.00012	0.00004	0.00007	0.00010	0.00011
Acidovorax_sp._NCPPB_3576	0	0.00009	0.00007	0.00009	0.00008	0.00008	0.00005	0.00010	0.00007	0.00005	0.00010	0	0.00008	0	0.00009	0.00008	0.00008	0	0.00007	0.00004	0.00007	0.00010	0.00005	0.00010	0.00008	0.00008
Acidovorax_sp._RAC01	0.00010	0.00010	0.00012	0.00009	0.00006	0.00009	0.00007	0.00015	0.00008	0	0.00013	0.00005	0.00007	0	0.00011	0.00010	0.00011	0	0.00007	0.00010	0.00006	0.00016	0.00005	0.00011	0.00012	0.00011
Acidovorax_sp._T1	0.00013	0.00012	0.00008	0.00014	0.00013	0.00016	0.00008	0.00013	0.00007	0.00007	0.00016	0.00005	0.00013	0	0.00009	0.00013	0.00013	0	0	0.00013	0.00011	0.00014	0.00009	0.00015	0.00011	0.00016
Acidovorax_temperans	0.00019	0.00014	0.00012	0.00011	0.00009	0.00014	0.00009	0.00016	0.00009	0.00008	0.00010	0.00006	0.00010	0	0.00017	0.00013	0.00013	0	0.00016	0.00018	0.00010	0.00016	0.00010	0.00016	0.00014	0.00012
Acinetobacter_baumannii	0.00214	0.00112	0.00131	0.00075	0.00025	0.00051	0.00073	0.00160	0.00047	0.00018	0.00063	0.00030	0.00049	0.00346	0.00150	0.00420	0.00209	0	0.03426	0.00034	0.00333	0.00120	0.00030	0.00088	0.00131	0.00112
Acinetobacter_baylyi	0	0	0	0	0	0	0	0	0	0	0	0	0.00001	0	0	0.00000	0	0	0	0	0	0	0	0	0	0
Acinetobacter_bouvetii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	0	0	0	0	0	0	0.00001	0
Acinetobacter_calcoaceticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	0	0.00002	0	0	0	0	0.00001	0
Acinetobacter_chinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	0	0	0	0	0	0	0	0
Acinetobacter_cumulans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	0	0	0	0	0	0	0.00001	0
Acinetobacter_equi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00008	0	0	0	0	0	0
Acinetobacter_haemolyticus	0	0	0	0	0	0	0.00001	0	0	0	0	0	0	0	0	0.00000	0	0	0	0	0	0	0	0	0.00001	0
Acinetobacter_indicus	0.00005	0	0.00002	0	0	0	0	0	0	0	0	0	0	0	0	0.00001	0	0	0	0.00005	0	0	0	0	0.00001	0
Acinetobacter_johnsonii	0.00007	0	0.00006	0	0	0	0.00001	0	0	0	0	0	0	0	0	0.00001	0	0	0	0.00003	0	0	0	0	0.00002	0
Acinetobacter_junii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	0	0	0	0	0	0	0	0
Acinetobacter_larvae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	0	0	0	0	0	0	0.00001	0
Acinetobacter_lwoffii	0.00010	0	0	0	0	0	0	0.00003	0	0	0	0	0	0	0	0.00001	0	0	0	0.00003	0	0	0	0	0.00002	0
Acinetobacter_nosocomialis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001	0
Acinetobacter_pittii	0.00005	0	0	0	0	0	0.00001	0	0	0	0	0	0	0	0	0.00001	0	0	0	0.00002	0	0	0	0	0.00001	0
Acinetobacter_portensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00005	0	0	0	0	0	0
Acinetobacter_radioresistens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	0	0	0	0	0	0	0.00001	0
Acinetobacter_schindleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	0	0.00003	0	0	0	0	0.00001	0
Acinetobacter_seifertii	0.00003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	0	0.00002	0	0	0	0	0.00001	0
Acinetobacter_soli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	0	0	0	0	0	0	0.00001	0
Acinetobacter_sp._10FS3-1	0.00003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00003	0	0	0	0	0	0
Acinetobacter_sp._ANC_7201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011	0	0	0	0	0	0
Acinetobacter_sp._ASP199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00003	0	0	0	0	0	0
Acinetobacter_sp._CS-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001	0	0	0	0.00005	0	0	0	0	0	0
Acinetobacter_sp._KCTC_92772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001	0	0	0	0	0	0	0	0	0.00001	0
Acinetobacter_sp._KS-LM10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00004	0	0	0	0	0	0
Acinetobacter_sp._LoGeW2-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00003	0	0	0	0	0	0
Acinetobacter_sp._Marseille-Q1620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00003	0	0	0	0	0	0
Acinetobacter_sp._NCu2D-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010	0	0	0	0	0	0
Acinetobacter_sp._TGL-Y2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00004	0	0	0	0	0	0
Acinetobacter_sp._TTH0-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00002	0	0	0	0	0	0
Acinetobacter_sp._WCHA45	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_sp._WCHA55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00002	0	0	0	0	0	0
Acinetobacter_sp._WCHAc010034	0.00004	0	0	0	0	0	0.00002	0	0	0	0	0	0.00002	0	0	0.00002	0	0	0	0	0	0	0	0	0.00003	0
Acinetobacter_towneri	0.00003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00004	0	0	0	0	0	0
Acinetobacter_variabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0	0	0	0	0	0	0	0	0.00001	0
Acinetobacter_venetianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000	0
Acinetobacter_wanghuae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00002	0	0	0	0	0	0
Actibacterium_sp._EMB200-NS6	0.00006	0.00010	0.00011	0.00011	0.00004	0.00007	0.00006	0.00009	0.00006	0	0.00009	0	0.00007	0	0.00011	0.00008	0.00011	0	0.00008	0.00008	0.00004	0.00010	0	0.00013	0.00010	0.00009
Actimicrobium_sp._CCC2.4	0.00002	0.00006	0.00005	0.00006	0.00003	0.00005	0.00004	0.00007	0.00004	0.00004	0.00004	0.00004	0.00004	0	0.00006	0.00005	0.00006	0	0	0.00002	0.00004	0.00010	0.00003	0.00005	0.00006	0.00006
Actinacidiphila_bryophytorum	0	0.00010	0.00010	0.00010	0	0.00008	0.00004	0.00008	0	0	0.00007	0	0.00005	0	0.00011	0.00007	0.00008	0	0.00013	0	0.00006	0.00011	0.00004	0.00009	0.00010	0.00011
Actinacidiphila_glaucinigra	0.00009	0.00022	0.00019	0.00018	0.00003	0.00014	0.00009	0.00024	0.00006	0.00004	0.00014	0.00004	0.00010	0	0.00018	0.00014	0.00023	0	0.00019	0.00003	0.00015	0.00020	0.00006	0.00023	0.00019	0.00020
Actinarchaeum_halophilum	0.00003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001	0
Actinoallomurus_sp._NBC_01490	0.00007	0.00021	0.00020	0.00025	0.00006	0.00022	0.00011	0.00022	0.00007	0.00004	0.00017	0.00005	0.00015	0	0.00023	0.00018	0.00022	0	0.00028	0.00003	0.00016	0.00019	0.00011	0.00025	0.00020	0.00019
Actinoalloteichus_fjordicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00004	0	0	0	0	0	0	0	0	0	0
Actinoalloteichus_hoggarensis	0.00007	0.00012	0.00011	0.00013	0.00004	0.00013	0.00007	0.00008	0.00006	0	0.00015	0.00004	0.00008	0	0.00011	0.00007	0.00017	0	0.00018	0.00003	0.00006	0.00011	0	0.00015	0.00010	0.00009
Actinoalloteichus_hymeniacidonis	0.00003	0.00006	0.00007	0.00007	0	0.00007	0.00004	0.00008	0	0	0.00009	0	0.00004	0	0.00007	0.00005	0.00008	0	0.00008	0	0.00004	0.00006	0	0.00007	0.00007	0.00008
Actinoalloteichus_sp._AHMU_CJ021	0	0.00007	0.00006	0.00010	0.00003	0.00007	0.00004	0.00007	0.00004	0	0.00007	0	0.00006	0	0.00007	0.00006	0.00010	0	0.00008	0	0.00006	0.00006	0	0.00009	0.00007	0.00008
Actinoalloteichus_sp._GBA129-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00003	0	0	0	0	0	0	0	0	0	0
Actinobacillus_equuli	0.00004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001	0
Actinobaculum_sp._313	0	0	0	0	0	0.00001	0.00001	0	0	0	0	0	0	0	0	0.00001	0	0	0	0	0	0	0	0	0.00001	0
Actinocatenispora_sera	0.00005	0.00011	0.00011	0.00014	0.00003	0.00010	0.00005	0.00012	0.00004	0.00003	0.00009	0	0.00008	0	0.00011	0.00010	0.00010	0	0.00012	0	0.00009	0.00011	0.00005	0.00013	0.00012	0.00014
Actinocatenispora_thailandica	0	0.00014	0.00014	0.00015	0.00004	0.00012	0.00005	0.00014	0.00004	0.00003	0.00011	0	0.00010	0	0.00012	0.00011	0.00011	0	0.00015	0	0.00007	0.00015	0.00004	0.00012	0.00013	0.00012
Actinokineospora_sp._UTMC_2448	0.00006	0.00014	0.00016	0.00013	0.00002	0.00013	0.00007	0.00013	0.00006	0.00003	0.00011	0.00003	0.00007	0	0.00014	0.00011	0.00011	0	0.00023	0.00003	0.00009	0.00012	0.00009	0.00015	0.00014	0.00015
Actinomadura_citrea	0.00008	0.00011	0.00013	0.00013	0	0.00011	0.00007	0.00014	0.00006	0	0.00011	0.00006	0.00007	0	0.00014	0.00010	0.00012	0	0.00019	0.00003	0.00009	0.00011	0.00006	0.00012	0.00013	0.00013
Actinomadura_graeca	0.00010	0.00016	0.00015	0.00016	0.00004	0.00013	0.00007	0.00020	0.00004	0.00004	0.00014	0.00005	0.00010	0	0.00015	0.00013	0.00014	0	0.00019	0.00004	0.00011	0.00014	0.00008	0.00016	0.00016	0.00017
